2590.0525764     0.0005517     0.0040860
2590.0585021     0.0004371     0.0040860
2590.0644278    -0.0017452     0.0040860
2590.0703535     0.0014518     0.0040860
2590.0762792    -0.0000113     0.0040860
2590.0822049     0.0007856     0.0040860
2590.0881307    -0.0002767     0.0040860
2590.1059078    -0.0007576     0.0040860
2590.1118335    -0.0008372     0.0040860
2590.1177592     0.0005158     0.0040860
2590.1236849     0.0013496     0.0040860
2590.1296106     0.0000782     0.0040860
2590.1355363    -0.0003922     0.0040860
2590.1414620    -0.0017665     0.0040860
2590.1473878     0.0011553     0.0040860
2590.1533135    -0.0003581     0.0040860
2590.1592392    -0.0001377     0.0040860
2590.1829420    -0.0002635     0.0040860
2590.1888677     0.0006866     0.0040860
2590.1947934     0.0016229     0.0040860
2590.2066448    -0.0006547     0.0040860
2590.2125706     0.0003219     0.0040860
2590.2184963     0.0003781     0.0040860
2590.2244220     0.0004144     0.0040860
2590.2303477    -0.0019459     0.0040860
2590.2540505     0.0006626     0.0040860
2590.2599762     0.0001096     0.0040860
2590.2659019     0.0003504     0.0040860
2590.2718276    -0.0004863     0.0040860
2590.2777533     0.0002154     0.0040860
2590.2836791     0.0004096     0.0040860
2590.2955305    -0.0012384     0.0040860
2590.3014562    -0.0021323     0.0040860
2590.3251590    -0.0003381     0.0040860
2590.3310847    -0.0012052     0.0040860
2590.3370104    -0.0007710     0.0040860
2590.3429361     0.0009600     0.0040860
2590.3488618     0.0001609     0.0040860
2590.3547875     0.0008310     0.0040860
2590.3607132    -0.0011554     0.0040860
2590.3666390    -0.0000379     0.0040860
2590.3962675     0.0006481     0.0040860
2590.4021932    -0.0005719     0.0040860
2590.4140446     0.0016556     0.0040860
2590.4199703     0.0005751     0.0040860
2590.4258960     0.0010828     0.0040860
2590.4318217     0.0002098     0.0040860
2590.4377474    -0.0006435     0.0040860
2590.4436731    -0.0031288     0.0040860
2590.4673760    -0.0002698     0.0040860
2590.4733017     0.0003162     0.0040860
2590.4792274     0.0007475     0.0040860
2590.4910788    -0.0006442     0.0040860
2590.4970045    -0.0007794     0.0040860
2590.5029302     0.0003717     0.0040860
2590.5088559     0.0005858     0.0040860
2590.5147816     0.0000028     0.0040860
2590.5207073     0.0008052     0.0040860
2590.5266330    -0.0009990     0.0040860
2590.5325587    -0.0002218     0.0040860
2590.5384844     0.0000331     0.0040860
2590.5444101    -0.0016800     0.0040860
2590.5503358     0.0000136     0.0040860
2590.5562615    -0.0002697     0.0040860
2590.5621872     0.0000011     0.0040860
2590.5681130     0.0011732     0.0040860
2590.5740387     0.0011329     0.0040860
2590.5799644     0.0004557     0.0040860
2590.5858901    -0.0006654     0.0040860
2590.5918158    -0.0003995     0.0040860
2590.5977415    -0.0020326     0.0040860
2590.6036672    -0.0004691     0.0040860
2590.6095929    -0.0002997     0.0040860
2590.6155186    -0.0018095     0.0040860
2590.6214443    -0.0034505     0.0040860
2590.6273700     0.0005441     0.0040860
2590.6332957     0.0007361     0.0040860
2590.6510728     0.0014550     0.0040860
2590.6569985     0.0017046     0.0040860
2590.6629242    -0.0001219     0.0040860
2590.6688499    -0.0002519     0.0040860
2590.6747756    -0.0010074     0.0040860
2590.6807013    -0.0017399     0.0040860
2590.6866270     0.0004078     0.0040860
2590.6925528     0.0011798     0.0040860
2590.6984785     0.0019054     0.0040860
2590.7044042     0.0007470     0.0040860
2590.7221813     0.0005652     0.0040860
2590.7281070     0.0000207     0.0040860
2590.7340327    -0.0010491     0.0040860
2590.7399584     0.0002412     0.0040860
2590.7458841    -0.0018412     0.0040860
2590.7518098    -0.0012714     0.0040860
2590.7577355    -0.0017867     0.0040860
2590.7636612     0.0008413     0.0040860
2590.7695869     0.0005683     0.0040860
2590.7755126    -0.0005806     0.0040860
2590.8051411    -0.0002287     0.0040860
2590.8110668    -0.0008185     0.0040860
2590.8169925    -0.0009382     0.0040860
2590.8229182    -0.0000349     0.0040860
2590.8288439     0.0001577     0.0040860
2590.8347696    -0.0019327     0.0040860
2590.8406953     0.0014650     0.0040860
2590.8466210    -0.0005468     0.0040860
2590.8703239    -0.0026113     0.0040860
2590.8762496     0.0001774     0.0040860
2590.8821753     0.0002973     0.0040860
2590.8881010     0.0001448     0.0040860
2590.8940267    -0.0011188     0.0040860
2590.8999524     0.0010849     0.0040860
2590.9058781     0.0010499     0.0040860
2590.9118038     0.0009837     0.0040860
2590.9177295     0.0006057     0.0040860
2590.9473580    -0.0012852     0.0040860
2590.9532837    -0.0016213     0.0040860
2590.9592094    -0.0015375     0.0040860
2590.9651351    -0.0005212     0.0040860
2590.9710608     0.0001001     0.0040860
2590.9769865     0.0008154     0.0040860
2590.9829122    -0.0000696     0.0040860
2590.9888379    -0.0030034     0.0040860
2590.9947636    -0.0004961     0.0040860
2591.0006893    -0.0002729     0.0040860
2591.0066150     0.0009677     0.0040860
2591.0125407    -0.0001565     0.0040860
2591.0184664    -0.0007743     0.0040860
2591.0243921     0.0002017     0.0040860
2591.0303178    -0.0004922     0.0040860
2591.0362435    -0.0004602     0.0040860
2591.1132776     0.0006871     0.0040860
2591.1192033     0.0002519     0.0040860
2591.1251290     0.0009539     0.0040860
2591.1369804     0.0006497     0.0040860
2591.1429061     0.0009196     0.0040860
2591.1488318     0.0012021     0.0040860
2591.1547575     0.0000250     0.0040860
2591.1606832     0.0016013     0.0040860
2591.1843860     0.0008321     0.0040860
2591.1903117     0.0007300     0.0040860
2591.1962374     0.0022310     0.0040860
2591.2021631     0.0005424     0.0040860
2591.2080888     0.0005417     0.0040860
2591.2140145     0.0008173     0.0040860
2591.2199402     0.0001124     0.0040860
2591.2258659     0.0004778     0.0040860
2591.2317916     0.0014681     0.0040860
2591.2554944     0.0006101     0.0040860
2591.2614201     0.0002893     0.0040860
2591.2673458    -0.0009435     0.0040860
2591.2732715     0.0010019     0.0040860
2591.2791972     0.0002127     0.0040860
2591.2851229     0.0004328     0.0040860
2591.2910486    -0.0007716     0.0040860
2591.2969743     0.0006428     0.0040860
2591.3029000    -0.0009734     0.0040860
2591.3266028     0.0005231     0.0040860
2591.3325285    -0.0010061     0.0040860
2591.3384542    -0.0016511     0.0040860
2591.3443799    -0.0031847     0.0040860
